dataset,metric,method_a,method_b,median_a,median_b,median_diff,p_two_sided,sig_bonferroni
4site_GB1,max_fitness,GreedyWalk,AiCE,0.8345908537149408,0.4745491238749977,0.3600417298399431,2.3404532621350907e-06,True
4site_GB1,max_fitness,GreedyWalk,Random,0.8345908537149408,0.4716342609579813,0.3629565927569595,6.146728992462158e-08,True
4site_GB1,max_fitness,CLADE,EVOLVEpro,0.8345908537149408,0.49837728503583734,0.33621356867910346,1.862645149230957e-09,True
4site_GB1,max_fitness,CLADE,AiCE,0.8345908537149408,0.4745491238749977,0.3600417298399431,1.714847401033251e-06,True
4site_GB1,max_fitness,CLADE,Random,0.8345908537149408,0.4716342609579813,0.3629565927569595,3.5149630812742274e-06,True
4site_GB1,max_fitness,EVOLVEpro,AiCE,0.49837728503583734,0.4745491238749977,0.023828161160839634,0.8078304156661034,False
4site_GB1,max_fitness,EVOLVEpro,Random,0.49837728503583734,0.4716342609579813,0.02674302407785606,0.8871948085725307,False
4site_GB1,max_fitness,AiCE,Random,0.4745491238749977,0.4716342609579813,0.0029148629170164253,0.5291051845997572,False
4site_PhoQ,max_fitness,MULTIevolve,ftMLDE,0.5170164858118541,0.47899054103630345,0.03802594477555066,0.7212309785386726,False
4site_PhoQ,max_fitness,MULTIevolve,AlphaVariant,0.5170164858118541,0.4635623426048117,0.05345414320704239,0.1641840822994709,False
4site_PhoQ,max_fitness,MULTIevolve,ALDE,0.5170164858118541,0.4553539609146411,0.06166252489721302,0.27562132403894524,False
4site_PhoQ,max_fitness,MULTIevolve,FLEXS,0.5170164858118541,0.42805041083339634,0.08896607497845777,0.0008938671180648372,True
4site_PhoQ,max_fitness,MULTIevolve,CLADE,0.5170164858118541,0.40691501963370136,0.11010146617815275,0.0053181903842214485,False
4site_PhoQ,max_fitness,MULTIevolve,GreedyWalk,0.5170164858118541,0.3419934664862498,0.17502301932560432,0.001053202619987542,True
4site_PhoQ,max_fitness,MULTIevolve,AiCE,0.5170164858118541,0.3256729748461517,0.1913435109657024,1.2361147724120169e-05,True
4site_PhoQ,max_fitness,MULTIevolve,EVOLVEpro,0.5170164858118541,0.20054061512780447,0.31647587068404964,3.725290298461914e-09,True
